Name,Code
Petronet LNG Ltd,CAAqJggKIiBDQkFTRWdvSkwyMHZNR0pzYkdkckVnVmxiaTFIUWlnQVAB
Pfizer Ltd (India),CAAqLAgKIiZDQkFTRmdvTkwyY3ZNVEZpZVdRd01HZDVkaElGWlc0dFIwSW9BQVAB
PI Industries Ltd,CAAqKAgKIiJDQkFTRXdvS0wyMHZNR053TjNGc2JSSUZaVzR0UjBJb0FBUAE
Pidilite Industries Ltd,CAAqJggKIiBDQkFTRWdvSkwyMHZNR1p0TmpneEVnVmxiaTFIUWlnQVAB
Piramal Enterprises Ltd,CAAqKAgKIiJDQkFTRXdvS0wyMHZNSGQ2ZURSeVpoSUZaVzR0UjBJb0FBUAE
Polycab India Ltd,CAAqLAgKIiZDQkFTRmdvTkwyY3ZNVEZuT1c0ek1GOWlaQklGWlc0dFIwSW9BQVAB
Power Finance Corp Ltd,CAAqKAgKIiJDQkFTRXdvS0wyMHZNRFV4ZG5seWJSSUZaVzR0UjBJb0FBUAE
Power Grid Corp Of India Ltd,CAAqJggKIiBDQkFTRWdvSkwyMHZNRGR3YXpJd0VnVmxiaTFIUWlnQVAB
Procter & Gamble Hygiene & Health Care Ltd,CAAqKAgKIiJDQkFTRXdvS0wyMHZNRGx0TUY5M2VSSUZaVzR0UjBJb0FBUAE
Punjab National Bank,CAAqJggKIiBDQkFTRWdvSkwyMHZNREk1Y2pKNUVnVmxiaTFIUWlnQVAB
Rajesh Exports Ltd,CAAqLAgKIiZDQkFTRmdvTkwyY3ZNVEZtTTJZeGJETmZkaElGWlc0dFIwSW9BQVAB
Ramco Cements Ltd,CAAqKggKIiRDQkFTRlFvTUwyY3ZNVEp4Tkhwak16UnhFZ1ZsYmkxSFFpZ0FQAQ
RBL Bank Ltd,CAAqKAgKIiJDQkFTRXdvS0wyMHZNSE00ZUhwM2R4SUZaVzR0UjBJb0FBUAE
REC Ltd,CAAqKAgKIiJDQkFTRXdvS0wyMHZNRGxuWkhoMFpoSUZaVzR0UjBJb0FBUAE
Relaxo Footwears Ltd,CAAqLAgKIiZDQkFTRmdvTkwyY3ZNVEZpZVdRMWQyZzVjQklGWlc0dFIwSW9BQVAB
Reliance Industries Ltd,CAAqJggKIiBDQkFTRWdvSkwyMHZNREkwTW1NMkVnVmxiaTFIUWlnQVAB
Sanofi India Ltd,CAAqKAgKIiJDQkFTRXdvS0wyMHZNR050T1dZMmJSSUZaVzR0UjBJb0FBUAE
SBI Cards And Payment Services Ltd,CAAqKAgKIiJDQkFTRXdvS0wyMHZNR3N5WW01bVh4SUZaVzR0UjBJb0FBUAE
SBI Life Insurance Company Ltd,CAAqKAgKIiJDQkFTRXdvS0wyMHZNR05vTTIwME54SUZaVzR0UjBJb0FBUAE
Shree Cement Ltd,CAAqKAgKIiJDQkFTRXdvS0wyMHZNR1JuY25BM2VCSUZaVzR0UjBJb0FBUAE
Shriram Transport Finance Co Ltd,CAAqKAgKIiJDQkFTRXdvS0wyMHZNR053Tm1kdU5SSUZaVzR0UjBJb0FBUAE
Siemens India Ltd,CAAqJggKIiBDQkFTRWdvSkwyMHZNREUyYkRJd0VnVmxiaTFIUWlnQVAB
SRF Ltd,CAAqKAgKIiJDQkFTRXdvS0wyMHZNR2d6Y21kd1loSUZaVzR0UjBJb0FBUAE
State Bank Of India,CAAqJggKIiBDQkFTRWdvSkwyMHZNREkwTW10aUVnVmxiaTFIUWlnQVAB
Steel Authority Of India Ltd,CAAqJggKIiBDQkFTRWdvSkwyMHZNREkwTTNveEVnVmxiaTFIUWlnQVAB
Sun Pharmaceutical Industries Ltd,CAAqKAgKIiJDQkFTRXdvS0wyMHZNRFEzWXpKZmVoSUZaVzR0UjBJb0FBUAE
Sun Tv Network Ltd,CAAqJggKIiBDQkFTRWdvSkwyMHZNRFozZGpGdEVnVmxiaTFIUWlnQVAB
Supreme Industries,CAAqKAgKIiJDQkFTRXdvS0wyMHZNR1JuYm5oNFloSUZaVzR0UjBJb0FBUAE
Syngene International Ltd,CAAqLAgKIiZDQkFTRmdvTkwyY3ZNVEZpZG5aNWJXNTJlUklGWlc0dFIwSW9BQVAB
Tata Communications Ltd,CAAqJggKIiBDQkFTRWdvSkwyMHZNRFF6TXpockVnVmxiaTFIUWlnQVAB
Tata Consultancy Services Ltd,CAAqJggKIiBDQkFTRWdvSkwyMHZNREZ3YzNnNEVnVmxiaTFIUWlnQVAB
Tata Consumer Products Ltd,CAAqJggKIiBDQkFTRWdvSkwyMHZNRE56YzNZM0VnVmxiaTFIUWlnQVAB
Tata Motors Ltd,CAAqJggKIiBDQkFTRWdvSkwyMHZNRE5xZUhSdEVnVmxiaTFIUWlnQVAB
Tata Motors Ltd Dvr,nan
Tata Power Co Ltd,CAAqJggKIiBDQkFTRWdvSkwyMHZNRGRzWDNFMUVnVmxiaTFIUWlnQVAB
Tata Steel Ltd,CAAqJggKIiBDQkFTRWdvSkwyMHZNRE14TURsa0VnVmxiaTFIUWlnQVAB
Tech Mahindra Ltd,CAAqJggKIiBDQkFTRWdvSkwyMHZNR0o1TTJ4MEVnVmxiaTFIUWlnQVAB
The New India Assurance Company Ltd,CAAqJggKIiBDQkFTRWdvSkwyMHZNR0p6WjIxaUVnVmxiaTFIUWlnQVAB
Thermax Ltd,CAAqKAgKIiJDQkFTRXdvS0wyMHZNR050WW5GNk5CSUZaVzR0UjBJb0FBUAE
Titan Co Ltd,CAAqJggKIiBDQkFTRWdvSkwyMHZNRFkwYlRjMkVnVmxiaTFIUWlnQVAB
Torrent Pharmaceuticals Ltd,CAAqJggKIiBDQkFTRWdvSkwyMHZNR1oyWmw5ZkVnVmxiaTFIUWlnQVAB
Torrent Power Ltd,CAAqJggKIiBDQkFTRWdvSkwyMHZNR1oyWnpOekVnVmxiaTFIUWlnQVAB
Trent Ltd,CAAqJggKIiBDQkFTRWdvSkwyMHZNR1pxTW5RM0VnVmxiaTFIUWlnQVAB
TVS Motor Co Ltd,CAAqJggKIiBDQkFTRWdvSkwyMHZNR0owWm14eUVnVmxiaTFIUWlnQVAB
Ultratech Cement Ltd,CAAqKAgKIiJDQkFTRXdvS0wyMHZNR05vTVdOd1l4SUZaVzR0UjBJb0FBUAE
Union Bank Of India,CAAqJggKIiBDQkFTRWdvSkwyMHZNRFkwYzJoaUVnVmxiaTFIUWlnQVAB
United Breweries Ltd,CAAqJggKIiBDQkFTRWdvSkwyMHZNRGRrTlhSakVnVmxiaTFIUWlnQVAB
United Phosphorus Ltd,CAAqKAgKIiJDQkFTRXdvS0wyMHZNR053TkdaNE1SSUZaVzR0UjBJb0FBUAE
Varun Beverages Ltd,CAAqLAgKIiZDQkFTRmdvTkwyY3ZNVEZqYzJKeGVYSjZaaElGWlc0dFIwSW9BQVAB
Vedanta Ltd,CAAqJggKIiBDQkFTRWdvSkwyMHZNRFJ0Y1RoNUVnVmxiaTFIUWlnQVAB
Vodafone Idea Ltd,CAAqJggKIiBDQkFTRWdvSkwyMHZNR1F5YlhGaUVnVmxiaTFIUWlnQVAB
Voltas Ltd,CAAqJggKIiBDQkFTRWdvSkwyMHZNR2N4TnpKZkVnVmxiaTFIUWlnQVAB
